,year,month,location,fatalities,cat
2401,1974,JAN,Chennai Airport ...,0.0,1
6856,2015,JAN,Los Roques Airpo...,0.0,1
1868,2005,JAN,Bukalaza,6.0,1
16649,2019,JAN,near Kidron-Stoltzfus...,2.0,1
8964,1974,JAN,"Oklahoma City, OK",2.0,1
14239,1978,JAN,near Bombay-Santacruz...,213.0,1
16710,1978,JAN,near Kisangani Airpor...,3.0,1
5691,1978,JAN,Key Largo-Port L...,0.0,1
18429,1974,JAN,near Pago Pago Intern...,97.0,1
17276,1993,JAN,near Luena Airport (LUO),0.0,1
14173,1996,JAN,near Blenheim,5.0,1
494,1974,JAN,Antwerpen-Deurne...,0.0,1
595,1996,JAN,"Aspen Airport, C...",0.0,1
20777,1974,JAN,near Vitebsk Airport ...,26.0,1
14322,1996,JAN,"near Bridgetown, Barb...",1.0,1
8426,2015,JAN,Nairobi-Jomo Ken...,0.0,1
2029,2005,JAN,Cali-Alfonso B. ...,0.0,1
8038,1993,JAN,Moscow-Tushino A...,0.0,1
13817,2015,JAN,near Baghdad Internat...,0.0,1
3585,2015,JAN,Enarotali Airpor...,0.0,1
3147,1979,JAN,Detroit-Metropol...,6.0,1
11339,1973,JAN,South Pole Station,0.0,1
11500,2015,JAN,Stornoway Airpor...,0.0,1
20255,1973,JAN,near Tegucigalpa,3.0,1
5405,1979,JAN,Juist Airport (JUI),0.0,1
18164,1973,JAN,near Nicosia Airport ...,37.0,1
2803,2015,JAN,Coventry-Baginto...,0.0,1
20404,1979,JAN,"near Tokyo, Japan",6.0,1
14785,1974,JAN,near ChigorodÃ³,12.0,1
5817,1974,JAN,Kingston Airport...,0.0,1
5854,2019,JAN,Kinshasa-N'Djili...,0.0,1
20024,1993,JAN,near Surabaya Airport...,15.0,1
5963,1993,JAN,Kostanay-Nariman...,0.0,1
8885,2015,JAN,NÃ¼rnberg Airpor...,0.0,1
13466,2005,JAN,near Al Taji,10.0,1
6831,1974,JAN,Los Angeles Inte...,0.0,1
7722,1974,JAN,"Midland, TX",2.0,1
12046,1978,JAN,Tibesti,0.0,1
3400,2005,JAN,DÃ¼sseldorf Airp...,0.0,1
15495,1978,JAN,near Faya-Largeau,0.0,1
1277,2005,JAN,Bergen-Flesland ...,0.0,1
5946,2005,JAN,Kongolo,0.0,1
3086,2019,JAN,Denver Internati...,0.0,1
1830,1978,JAN,Buenos Aires-Jor...,0.0,1
18519,1993,JAN,near Paris-Charles de...,4.0,1
18500,1993,JAN,near Paradip [Bay of ...,4.0,1
19499,1978,JAN,near San Vicente Airp...,12.0,1
163,2005,JAN,Ainsworth Airpor...,0.0,1
12226,2018,JAN,Trabzon Airport ...,0.0,1
10247,1994,JAN,Roma-Ciampino Ai...,0.0,1
2305,2016,JAN,"Chance Bay, Whit...",0.0,1
4204,1977,JAN,Gomez Nunatak,0.0,1
13815,2004,JAN,near Baghdad Internat...,0.0,1
20422,1974,JAN,near Torino Airport (...,38.0,1
12456,1994,JAN,Unknown,0.0,1
4676,1974,JAN,Havana-Rancho Bo...,0.0,1
917,1977,JAN,Bangkok-Don Muan...,0.0,1
3879,1974,JAN,Fort Worth-Meach...,0.0,1
2361,2003,JAN,Charlotte-Dougla...,21.0,1
11470,1974,JAN,Stockholm-Arland...,0.0,1
18767,1974,JAN,"near Pompano Beach, FL",3.0,1
425,1994,JAN,Anderson Municip...,0.0,1
9781,1977,JAN,Praha-Ruzyne Air...,0.0,2
21113,2018,JAN,near Zhetygen Air Base,0.0,1
16479,1996,JAN,near Kano-Aminu Kano ...,14.0,1
10122,1996,JAN,RincÃ³n de Los S...,0.0,1
12628,1974,JAN,Vila Cabral Airp...,0.0,1
178,2004,JAN,Akron/Canton-Ful...,0.0,1
756,1994,JAN,Bacau Airport (BCM),0.0,1
16923,1974,JAN,near La Paz,24.0,1
5834,1994,JAN,Kinshasa-N'Djili...,0.0,1
4834,2016,JAN,Hooper Bay Airpo...,0.0,1
20299,1977,JAN,"near Terrace Airport,...",12.0,1
18460,1977,JAN,"near Palm Springs, CA",4.0,1
13744,1994,JAN,near Athens-Ellinikon...,0.0,1
899,1994,JAN,Bangalore-Hindus...,0.0,1
6156,1977,JAN,La China,0.0,1
4760,2018,JAN,Hodulluca Mevkii...,3.0,1
19569,1974,JAN,near Sarakawa,4.0,1
10690,2016,JAN,San Juan-Luis Mu...,0.0,1
14799,1977,JAN,near Chiredzi-Buffalo...,3.0,1
14814,1977,JAN,near Chiva,11.0,1
7647,1977,JAN,Miami Internatio...,0.0,1
18919,1977,JAN,near Puerto CortÃ©s,3.0,1
13544,1977,JAN,near Alma-Ata Airport...,90.0,1
707,1996,JAN,Augsburg Airport...,0.0,1
10221,2018,JAN,Rock Springs-Swe...,0.0,1
6212,1977,JAN,La Senda,0.0,1
10716,1978,JAN,San Ramon Airpor...,1.0,1
18715,1974,JAN,"near Placida, FL",1.0,1
12239,2016,JAN,Tres Esquinas Ai...,0.0,1
12185,2016,JAN,Toronto-Pearson ...,0.0,1
9834,1978,JAN,Pueblo Memorial ...,3.0,1
12274,2018,JAN,Tripoli-Mitiga I...,0.0,1
4094,1996,JAN,GenÃ¨ve-Cointrin...,0.0,1
10947,2016,JAN,Scottsdale Airpo...,0.0,1
17594,1994,JAN,near Meadow Lake Airp...,2.0,1
1753,1974,JAN,"Broome Airport, ...",0.0,1
11875,2004,JAN,Tashkent Airport...,37.0,1
9931,2016,JAN,QuerÃ©taro Airpo...,0.0,1
11741,1996,JAN,Tainan Airport (...,0.0,1
11429,2016,JAN,St. Petersburg-C...,0.0,1
19239,1978,JAN,near RÃ­o Grande Muni...,0.0,1
12187,2018,JAN,Toronto-Pearson ...,0.0,2
9130,2005,JAN,Oviedo/Aviles-As...,0.0,1
5858,1996,JAN,Kinshasa-N'Dolo ...,237.0,1
5647,2005,JAN,Keene-Dillant-Ho...,1.0,1
5860,1978,JAN,"Kinston, New Bern",0.0,1
8648,2003,JAN,New York-La Guar...,0.0,2
7408,2016,JAN,Mashhad Airport ...,0.0,1
13097,1974,JAN,Yegorlykskaya di...,2.0,1
6005,1977,JAN,"Krestsy, Novgoro...",8.0,1
17425,1994,JAN,near Mamony,125.0,1
19977,1977,JAN,near Stockholm-Bromma...,22.0,1
14835,1994,JAN,near Christmas Island,0.0,1
13193,2018,JAN,"Zhengchang, Suiy...",12.0,1
12434,1974,JAN,Unduavi,4.0,1
248,2003,JAN,Algiers-Houari B...,0.0,1
5245,2003,JAN,Jakarta-Soekarno...,0.0,1
54,2018,JAN,Abuja Internatio...,0.0,1
5193,1974,JAN,Izmir-Cumaovasi ...,66.0,1
18265,2016,JAN,near OajevÃ¡gge,2.0,1
18096,2003,JAN,near NdjolÃ©,7.0,1
11767,1974,JAN,Taipingshan Dist...,4.0,1
5295,1994,JAN,Jeddah-King Abdu...,0.0,1
4657,1978,JAN,Havana-JosÃ© Mar...,0.0,1
4545,1994,JAN,Hangzhou Jianqia...,0.0,1
11985,2004,JAN,Terrace Bay Airp...,0.0,1
1513,1982,JAN,"BogotÃ¡, Cali",0.0,1
4203,2020,JAN,Goma Airport (GOM),0.0,1
17608,2003,JAN,"near Medford, OR",0.0,1
18184,1988,JAN,near Nizhnevartovsk A...,27.0,1
5189,1984,JAN,Izhevsk Airport ...,4.0,1
12758,2010,JAN,Wamena Airport (...,0.0,1
8247,2021,JAN,Mukinge Mission ...,0.0,1
12829,2010,JAN,Waterkloof Air F...,0.0,1
11607,1971,JAN,Sydney-Kingsford...,0.0,2
15132,1989,JAN,near Dayton-James Cox...,2.0,1
2214,2009,JAN,Caticlan-Malay A...,0.0,1
3694,1989,JAN,Fairbanks-Fort W...,9.0,1
937,1989,JAN,Banjarmasin-Sjam...,0.0,1
3482,2011,JAN,El Capricho area,6.0,1
12057,2010,JAN,Tijuana-Rodrigue...,0.0,1
17221,2008,JAN,near Long Apung Airpo...,3.0,1
8926,1989,JAN,Odessa-Central A...,0.0,1
4403,2000,JAN,Guayaquil-Simon ...,0.0,1
6717,2021,JAN,London-Biggin Hi...,0.0,1
3433,1971,JAN,"Edison, NJ",0.0,1
11105,2009,JAN,Sharjah Airport ...,0.0,1
7407,2010,JAN,Mashhad Airport ...,0.0,1
15546,1986,JAN,near Flores-Santa Ele...,94.0,1
11670,1986,JAN,SÃ£o Paulo-Guaru...,1.0,1
7942,1988,JAN,Monterrey,0.0,1
1938,1971,JAN,Cabo Rojo Airpor...,0.0,1
17427,1984,JAN,near Manado,6.0,1
21322,1989,JAN,ÃrnskÃ¶ldsvik A...,0.0,1
17747,2008,JAN,near Miroslawiec Air ...,20.0,1
17147,2008,JAN,"near Lihue, HI",1.0,1
9940,1989,JAN,Quiliano,2.0,1
16588,1989,JAN,"near Ketchikan, AK",2.0,1
14826,1988,JAN,near Chongqing Baishi...,108.0,1
1594,2009,JAN,Bosaso-Bender Qa...,0.0,1
7966,2011,JAN,"Montpellier, Lan...",0.0,1
2741,1999,JAN,Constantine-Ain ...,0.0,1
12917,2021,JAN,White Plains-Wes...,0.0,1
21112,2001,JAN,near Zheng Zou Air Base,22.0,2
14766,2010,JAN,near Chicago-Executiv...,2.0,1
7578,2008,JAN,Merauke-Mopah Ai...,0.0,1
7836,2010,JAN,Moba Airport (BDV),0.0,1
16560,1989,JAN,near Kegworth,47.0,1
6853,2021,JAN,Los Mochis-Feder...,0.0,1
19201,1971,JAN,near Rostov,0.0,1
1142,1970,JAN,Beirut Internati...,0.0,1
19506,2010,JAN,near Sand Point Munic...,2.0,1
11937,2008,JAN,Tehran-Mehrabad ...,0.0,1
45,2001,JAN,Abu Dhabi,0.0,1
15327,1986,JAN,near East Midlands Ai...,0.0,1
2836,1999,JAN,"Cullman, AL",2.0,1
17243,2008,JAN,near Los Roques Airpo...,14.0,1
13591,2000,JAN,"near Anacapa Island, CA",88.0,1
6751,2008,JAN,London-Heathrow ...,0.0,1
3456,2001,JAN,"Eider Point, AK",2.0,1
730,1984,JAN,"Avalon, CA",6.0,1
2654,1984,JAN,Cochabamba-J Wil...,1.0,1
3427,1984,JAN,Edinburgh RAAF S...,0.0,1
12938,2009,JAN,Wichita-Mid-Cont...,0.0,1
19646,2011,JAN,"near Senador Canedo, GO",6.0,1
13673,1999,JAN,near Arakkonam Naval ...,8.0,1
5883,1984,JAN,Kissidougou Airp...,0.0,1
9508,2010,JAN,"Piajo Airstrip, ...",0.0,1
16190,2009,JAN,near Intuto,0.0,1
19647,2010,JAN,near Senador JosÃ© Po...,2.0,1
15614,2001,JAN,near Fort Worth-Meach...,0.0,1
15393,2001,JAN,near El Yopal Airport...,3.0,1
4761,2011,JAN,Hoedspruit AFB (...,0.0,1
8506,2010,JAN,Nassau-Lynden Pi...,0.0,1
10444,2011,JAN,Saint Thomas-Cyr...,0.0,1
12397,1986,JAN,Ujung Pandang ha...,5.0,1
11533,2008,JAN,Sugapa Airport (...,1.0,1
8677,2010,JAN,Newark-Liberty I...,0.0,1
5501,1989,JAN,Kandahar Airport...,0.0,1
6400,1989,JAN,Laredo Internati...,0.0,1
1848,1986,JAN,Buenos Aires/Eze...,0.0,1
37,1989,JAN,Abilene-Dyess AF...,19.0,1
11980,2008,JAN,Teresita Airport,0.0,1
15302,1988,JAN,near Durango-La Plata...,8.0,1
13725,1989,JAN,"near Aspen Airport, C...",0.0,1
13464,1984,JAN,near Al Qatrana,13.0,1
9253,2011,JAN,Papeete-Faaa Air...,0.0,1
1512,2001,JAN,BogotÃ¡,0.0,1
17813,1988,JAN,near Monroe Municipal...,2.0,1
6103,1984,JAN,Kwajalein Airpor...,0.0,1
17983,1971,JAN,near MÃ©zilhac,21.0,1
20303,1984,JAN,near Terre Haute-Hulm...,3.0,1
20305,1984,JAN,near Tessenei Airport...,26.0,1
14839,1984,JAN,near Chuarrancho,11.0,1
3158,2008,JAN,Detroit-Metropol...,0.0,1
9349,1970,JAN,Patna Airport (PAT),0.0,1
16494,1984,JAN,near Karachi,0.0,1
16507,1984,JAN,near Karimui,10.0,1
19856,1984,JAN,near Sofia-Vrazhdebna...,50.0,1
1231,1971,JAN,Benghazi,0.0,1
2205,1999,JAN,Catania-Fontanar...,0.0,1
13374,2000,JAN,near Abidjan-Felix Ho...,169.0,1
18550,1971,JAN,near Patna,0.0,1
6414,1986,JAN,Las Lomitas,21.0,1
2598,2001,JAN,Ciudad BolÃ­var,24.0,1
8611,1984,JAN,New York-John F....,0.0,1
17576,1984,JAN,near Mazar-I-Sharif A...,8.0,1
11386,2011,JAN,Springfield-Abra...,0.0,1
18534,2001,JAN,"near Parnamirim, BA",3.0,1
16925,1988,JAN,near La Paz,9.0,1
5644,2010,JAN,Kearney Regional...,0.0,1
11581,1989,JAN,Sverdlovsk Airpo...,0.0,1
16685,1999,JAN,near Kinshasa,5.0,1
1569,1971,JAN,Bombay-Santacruz...,0.0,1
1540,2008,JAN,BogotÃ¡-Eldorado...,0.0,1
13963,1971,JAN,near Basra,0.0,1
5172,1989,JAN,Ivano-Frankovsk ...,0.0,1
16107,1999,JAN,near Huambo,9.0,1
12286,2001,JAN,Troy Municipal A...,0.0,1
6895,2010,JAN,Luanda-4 de Feve...,0.0,1
10418,1984,JAN,Saint Louis-Lamb...,1.0,1
13283,1989,JAN,between La Paz a...,5.0,1
5122,2011,JAN,Istanbul AtatÃ¼r...,0.0,1
20451,2008,JAN,near Trbovlje,1.0,1
18443,1971,JAN,near Palca,35.0,1
13827,2008,JAN,near Bahia PiÃ±a,0.0,1
5106,2009,JAN,"Island Lake, MB ...",0.0,1
1816,1989,JAN,"Buena Vista, CO",0.0,1
14121,1971,JAN,near Biak,8.0,1
9048,1985,JAN,Orlando Internat...,0.0,1
6640,1989,JAN,Lisboa-Portela d...,0.0,1
20699,1986,JAN,near Vatry/ChÃ¢lons-e...,2.0,1
10875,1998,JAN,Saranac Lake-Adi...,0.0,1
16300,2021,JAN,near Jakarta-Soekarno...,62.0,1
4646,1971,JAN,Havana-JosÃ© Mar...,0.0,2
4719,2022,JAN,Heraklion-N. Kaz...,0.0,1
13127,1985,JAN,Yogyakarta-Adisu...,0.0,1
1710,1985,JAN,Brisbane Interna...,0.0,1
19079,1985,JAN,near Reno/Tahoe Inter...,70.0,1
10451,1999,JAN,Saint-Augustin R...,0.0,1
5993,1988,JAN,Krasnovodsk Airp...,11.0,1
369,2010,JAN,Amsterdam-Schiph...,0.0,1
12203,1988,JAN,Toulouse-Blagnac...,0.0,1
4070,1999,JAN,Geilenkirchen Ai...,4.0,1
13661,1970,JAN,near Apia-Faleolo Air...,32.0,1
20110,1985,JAN,near Taboga Island,0.0,1
8559,1985,JAN,Nevado Illimani,29.0,1
6731,2000,JAN,London-Gatwick A...,0.0,1
21220,1988,JAN,within DariÃ©n Province,16.0,1
12041,2022,JAN,Thunder Bay Airp...,0.0,1
2478,1989,JAN,Chicago-O'Hare I...,0.0,1
6715,1985,JAN,"London, KY",0.0,1
3249,2001,JAN,Djibouti,0.0,1
10653,1989,JAN,San JosÃ©-Juan S...,0.0,1
10372,1986,JAN,Sachigo Lake Air...,0.0,1
4546,2022,JAN,Hangzhou-Xiaosha...,0.0,1
5410,1999,JAN,Jumla Airport (JUM),5.0,1
6022,2011,JAN,Kuching Airport ...,0.0,1
6981,1970,JAN,Luxor Airport (LXR),0.0,1
4685,2022,JAN,Hayden-Yampa Val...,0.0,1
1876,2008,JAN,Bulawayo-Joshua ...,0.0,1
15162,1970,JAN,near Delhi-Palam Airp...,1.0,1
13178,1970,JAN,Zaragoza Airport...,0.0,1
19448,1985,JAN,near San JosÃ© de los...,38.0,1
20706,2022,JAN,near Venetia Mine Air...,0.0,1
909,1985,JAN,Bangkok Internat...,0.0,1
8981,1999,JAN,Olbia-Costa Smer...,0.0,2
7364,1985,JAN,Marietta-Dobbins...,0.0,1
13971,1970,JAN,near Batagay,34.0,1
16482,1985,JAN,near Kansas City Down...,3.0,1
14984,2010,JAN,near Cotabato-Awang A...,9.0,1
7401,2008,JAN,Masbate Airport ...,0.0,1
5093,2022,JAN,Isfahan-Shahid B...,0.0,1
6884,1988,JAN,Luanda Airport (...,0.0,1
6929,1988,JAN,Lugano Airport (...,0.0,1
4692,2010,JAN,Heglig Airport,0.0,1
867,1985,JAN,Bamyan,0.0,1
16345,1985,JAN,near Jinan Airport (TNA),38.0,1
853,1985,JAN,Baltimore/Washin...,0.0,1
7334,2011,JAN,Maple Creek Airp...,0.0,1
2426,1970,JAN,Chiang Klang,1.0,1
7449,1999,JAN,"Mayne Island, BC",2.0,1
95,1970,JAN,Addis Ababa-Hail...,0.0,1
2996,1970,JAN,David City,1.0,1
7907,1989,JAN,Monrovia-Roberts...,0.0,1
14021,2010,JAN,near Beirut Internati...,90.0,1
6939,1999,JAN,Lukapa Airport (...,0.0,1
6307,1985,JAN,"Lake Byeloye, Vo...",0.0,1
2272,1985,JAN,Cerro el Plateado,23.0,1
5886,1970,JAN,Kithairon Mountains,26.0,1
6171,1970,JAN,La Palma-Buena V...,0.0,1
5799,1999,JAN,Kilimanjaro Airp...,0.0,1
7807,1989,JAN,Mirny Ice Station,3.0,1
13901,1989,JAN,near Bannu,0.0,1
1097,2010,JAN,Beagle Bay Airpo...,0.0,1
19706,1986,JAN,near Shantobe,0.0,1
4419,1999,JAN,Guernsey Airport...,2.0,1
6814,1985,JAN,Lop Buri Air Base,0.0,1
12546,1988,JAN,Vancouver Intern...,0.0,1
13134,1988,JAN,Yonago-Miho Airp...,0.0,1
14022,1970,JAN,near Beit She'an,0.0,1
20615,1985,JAN,near Uralsk Airport (...,0.0,1
19632,1988,JAN,near Seferihisar,16.0,1
4638,1970,JAN,Havana-JosÃ© Mar...,0.0,1
1118,1971,JAN,Bedford-Thurleig...,0.0,2
15316,1985,JAN,near Dzhabal'-Ussaradzh,8.0,1
8436,2011,JAN,Nairobi-Wilson A...,0.0,1
18736,1971,JAN,near Ploemeur,6.0,1
4574,1970,JAN,Harlingen-Valley...,0.0,1
10016,2001,JAN,Ravenna,0.0,2
12009,2011,JAN,Tharjath Airstrip,0.0,1
2802,2010,JAN,Coventry-Baginto...,0.0,1
1414,2021,JAN,Binghamton Airpo...,0.0,1
2627,1985,JAN,Cleveland-Hopkin...,0.0,1
6977,2010,JAN,Luxembourg-Finde...,0.0,1
19160,1986,JAN,near Riyadh,0.0,1
11932,1988,JAN,Tehran-Mehrabad ...,0.0,1
2707,1999,JAN,Columbus-Port Co...,0.0,1
10225,1989,JAN,Rockingham Count...,0.0,1
9475,1971,JAN,Phnom Penh-Poche...,0.0,1
3191,2021,JAN,Diamantina Airpo...,0.0,1
14906,1999,JAN,near Coconut Island A...,3.0,1
11237,2010,JAN,Sioux Gateway Ai...,0.0,1
4953,1999,JAN,Hyannis-Barnstab...,0.0,1
6840,2011,JAN,Los Angeles Inte...,0.0,1
19528,1985,JAN,near Santa Cruz,1.0,1
11289,2010,JAN,Somerset-Lake Cu...,0.0,1
10905,2001,JAN,Sault Ste Marie ...,0.0,1
4406,2012,JAN,Guayaramerin Air...,0.0,1
10930,2001,JAN,Schenectady-Coun...,0.0,1
10564,1999,JAN,San Blas Airport...,0.0,1
3368,2001,JAN,Dundo Airport (DUE),1.0,1
11571,2011,JAN,Surgut Airport (...,3.0,1
12081,1986,JAN,Tiruchirappalli-...,0.0,1
2155,1986,JAN,Caribou Horn Lak...,0.0,1
11363,1988,JAN,Southend Municip...,0.0,2
14384,1985,JAN,near Buga,17.0,1
9315,1971,JAN,Paris-Orly Airpo...,0.0,1
21180,2000,JAN,unknown location,0.0,1
2300,1970,JAN,ChambÃ©ry Airpor...,0.0,1
5850,2010,JAN,Kinshasa-N'Djili...,0.0,1
14595,1989,JAN,near Caracas/La Carlo...,2.0,1
19393,1988,JAN,near San Carlos,9.0,1
19888,1985,JAN,near South Caicos Int...,0.0,1
14186,1999,JAN,near Bluefields Airpo...,28.0,1
2909,1971,JAN,Dalat,0.0,1
3299,2001,JAN,Donlin Creek Air...,0.0,1
15558,1971,JAN,near Floridablanca,7.0,1
8268,2011,JAN,Muncho Lake/Mile...,0.0,1
20658,2022,JAN,"near Vakilabad, Arzuiyeh",0.0,1
20622,2011,JAN,near Urmia (Orumiyeh)...,78.0,1
2269,1970,JAN,Cerro Vizcachuna,4.0,1
20481,1985,JAN,near Trujillo-Capiro ...,21.0,1
12425,1986,JAN,Un-Sara,0.0,1
10215,2022,JAN,RoatÃ¡n-Juan Man...,0.0,1
5865,2011,JAN,"Kipnuk Airport, ...",0.0,1
2462,2008,JAN,Chicago-Midway A...,0.0,1
6738,1970,JAN,London-Heathrow ...,0.0,1
9605,2008,JAN,Pointe Noire Air...,0.0,2
2460,1999,JAN,Chicago-Midway A...,0.0,1
12635,1990,JAN,Villa Gesell Air...,0.0,1
472,1990,JAN,"Ansonia, OH",2.0,1
16943,1990,JAN,near La Sabaneta,24.0,1
7571,1990,JAN,Menongue Airport...,0.0,1
9819,2012,JAN,Providence-Theod...,0.0,1
11925,1983,JAN,Tehran-Mehrabad ...,0.0,1
2190,2009,JAN,Casablanca-Moham...,0.0,1
8641,1971,JAN,New York-La Guar...,0.0,1
18723,1990,JAN,near Plattsburgh-Clin...,1.0,1
3251,1983,JAN,Djibouti Airport...,0.0,1
20395,1970,JAN,near Tokmass,2.0,1
20427,1987,JAN,near Toronto Island A...,1.0,1
8845,2009,JAN,Novosibirsk-Tolm...,0.0,1
3148,1983,JAN,Detroit-Metropol...,3.0,1
4882,1988,JAN,Houston-William ...,1.0,1
2801,2007,JAN,Coventry-Baginto...,0.0,1
7510,1972,JAN,Mediterranean Sea,2.0,1
18588,2000,JAN,near Penang Internati...,0.0,1
5634,2001,JAN,Kayseri,3.0,1
15920,1983,JAN,near Hailey-Sun Valle...,2.0,1
6310,1971,JAN,"Lake Champlain, NY",5.0,1
790,2009,JAN,Bagram Air Base ...,0.0,1
18820,1990,JAN,near Port Vila-Bauerf...,0.0,1
12404,1987,JAN,Ulan Bator-Buyan...,0.0,1
3307,1983,JAN,Douala Air Base,0.0,1
9260,1971,JAN,Paramo Los Conejos,13.0,1
20029,1971,JAN,near Surgut Airport (...,20.0,2
20798,2021,JAN,near Voi,4.0,1
19779,2001,JAN,near Silimo,9.0,1
16094,1998,JAN,near Houston-George B...,2.0,1
17930,1970,JAN,near Murmansk-Kilpyav...,11.0,1
724,1990,JAN,Austin-Robert Mu...,0.0,1
1724,1970,JAN,Bristol Airport ...,0.0,1
16718,2012,JAN,near Kitakojima Island,0.0,1
20468,1983,JAN,near Tripoli,2.0,1
2798,1990,JAN,"Cove Neck, NY",73.0,1
9646,2023,JAN,Poplar Municipal...,0.0,1
2927,2000,JAN,Dallas-Love Fiel...,0.0,1
18031,2012,JAN,near Namoya,3.0,1
1852,2001,JAN,Buenos Aires/Eze...,0.0,1
2816,2021,JAN,"Crooked Tree, Or...",0.0,1
13535,1983,JAN,near Alleypey,0.0,1
2584,1987,JAN,"Cima, CA",1.0,1
16503,2023,JAN,near Karatayka,2.0,1
13136,1990,JAN,Yorke Island Air...,0.0,1
1659,1983,JAN,Brainerd-Crow Wi...,1.0,1
17228,1970,JAN,near Long Tieng Airstrip,4.0,1
594,1970,JAN,"Aspen Airport, C...",0.0,1
2428,1983,JAN,Chiang Mai Inter...,0.0,1
5463,1990,JAN,Kajo Kaji,0.0,1
21139,1971,JAN,near ZÃ¼rich-Kloten A...,45.0,1
16222,1998,JAN,near Isfahan-Shahid B...,0.0,1
11474,1987,JAN,Stockholm-Arland...,0.0,1
15328,1987,JAN,near East Midlands Ai...,0.0,1
7662,1990,JAN,Miami Internatio...,1.0,1
7172,1998,JAN,Malololailai Air...,0.0,1
18343,2001,JAN,near Omsk,0.0,1
12150,2009,JAN,Tony Camp,0.0,1
199,2023,JAN,Al-Khadim Air Base,0.0,1
9824,2023,JAN,"Provo Airport, U...",1.0,1
7131,1998,JAN,Maiden-Little Mo...,1.0,1
16680,1990,JAN,near Kinkala,28.0,1
1641,1972,JAN,Bournemouth Inte...,0.0,1
8743,1998,JAN,"Nixon Fork Mine, AK",0.0,1
9560,1998,JAN,Pittsburgh-Alleg...,0.0,1
6903,2009,JAN,Lubbock Preston ...,0.0,1
3676,2021,JAN,Exeter Airport (...,0.0,1
10356,1983,JAN,RÃ­o Gallegos In...,0.0,1
5765,1998,JAN,Khojak Pass,51.0,1
1614,1983,JAN,Boston-Logan Int...,0.0,1
20969,2007,JAN,"near Woodland Park, CO",0.0,1
18799,1998,JAN,near Port Heiden Airp...,0.0,1
10841,1970,JAN,Santiago-Antonio...,0.0,1
16385,2023,JAN,near Juba Airport (JUB),0.0,1
14939,2007,JAN,"near Columbus, OH",0.0,1
7139,2009,JAN,Makhachkala Airp...,4.0,2
21208,1972,JAN,within Cambodia,0.0,1
7961,1987,JAN,Montgomery-Maxwe...,2.0,1
17382,2001,JAN,near Maiduguri,0.0,1
6928,1987,JAN,Lugano Airport (...,0.0,1
65,1971,JAN,Accra-Kotoka Air...,0.0,1
15402,1990,JAN,"near Elko Airport, NV...",0.0,1
50,2000,JAN,Abuja Internatio...,2.0,1
5645,1987,JAN,"Kearns, UT",8.0,1
3060,1983,JAN,Delhi-Palam Airp...,0.0,2
13969,1987,JAN,near Bata Airport (BSG),22.0,1
1161,1987,JAN,Beirut Internati...,0.0,1
13994,1983,JAN,"near Bay City, TX",0.0,1
10228,2021,JAN,"Rocky Point, Cla...",0.0,1
17378,2001,JAN,near Mahdia,3.0,1
10756,2007,JAN,Sangata-Tanjung ...,0.0,1
12550,2009,JAN,Vancouver Intern...,0.0,1
19975,1970,JAN,near Stockholm-Arland...,5.0,1
17519,2000,JAN,near Marsa el-Brega,22.0,1
20884,2009,JAN,"near Weehawken, NJ [H...",0.0,1
18759,2023,JAN,near Pokhara Internat...,72.0,1
6651,1990,JAN,Little Rock Nati...,7.0,1
20580,1990,JAN,near Ulaangom Airport...,0.0,1
1417,1970,JAN,Binh Thuy Air Ba...,0.0,1
3,2023,JAN,40 nm S of Toron...,0.0,1
17070,1990,JAN,"near Leadville, CO",1.0,1
6021,2007,JAN,Kuching Airport ...,0.0,1
4525,1988,JAN,Hamilton Airport...,0.0,1
8946,1990,JAN,"Okha, Sakhalin I...",3.0,1
13372,1987,JAN,near Abidjan-Felix Ho...,50.0,1
5803,1971,JAN,"Killeen, TX",0.0,1
19982,2001,JAN,"near Strasburg, CO",10.0,1
6885,2001,JAN,Luanda Airport (...,0.0,1
9027,2009,JAN,Oradea Airport (...,0.0,1
16272,1987,JAN,"near JaboatÃ£o, PE",0.0,1
20128,2021,JAN,near Taechon Air Base,5.0,1
20471,1971,JAN,near Tripoli Internat...,16.0,1
13723,1987,JAN,near Asmara Internati...,54.0,1
7073,1983,JAN,"Madison, GA",0.0,1
9776,1970,JAN,Pozo ChuÃ±o Moun...,28.0,1
15825,1988,JAN,near Green Island Air...,10.0,1
13850,2007,JAN,near Balad Air Base,34.0,1
18685,1987,JAN,"near Pilas Island, Su...",9.0,1
4583,1998,JAN,Hartford-Bradley...,0.0,1
5004,1987,JAN,Ilorin Airport (...,0.0,1
17798,2023,JAN,near Molokai/Kaunakak...,0.0,1
11938,2009,JAN,Tehran-Mehrabad ...,0.0,1
18080,2000,JAN,near Nassenwil,10.0,1
9728,1983,JAN,Portland Interna...,1.0,1
457,1983,JAN,Ankara-Esenboga ...,47.0,1
3609,2000,JAN,"Envira, AM",0.0,1
659,1990,JAN,Atlanta-William ...,1.0,2
13221,1982,JAN,ZÃ¼rich-Kloten A...,0.0,1
2994,2021,JAN,Davenport Airpor...,0.0,1
10752,2007,JAN,Sandy Bay Airpor...,1.0,1
11877,1987,JAN,Tashkent-Yuzhny ...,9.0,1
17818,1987,JAN,near Monrovia,16.0,1
12739,1990,JAN,Wakunai Airport ...,0.0,1
12518,2010,JAN,Vail-Eagle Count...,0.0,1
